Well,Cell_ID,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15,Frame16,Frame17,Frame18,Frame19,Frame20,Frame21,Frame22,Frame23,Frame24,Frame25,Frame26,Frame27,Frame28,Frame29,Frame30,Frame31,Frame32,Frame33,Frame34,Frame35,Frame36,Frame37,Frame38,Frame39,Frame40,Frame41,Frame42,Frame43,Frame44,Frame45,Frame46,Frame47,Frame48,Frame49,Frame50,Frame51,Frame52,Frame53,Frame54,Frame55,Frame56,Frame57,Frame58,Frame59,Frame60
D2,D2_6,9982.088512,8621.096045,7724.478343,7208.819209,9938.00565,12363.9209,11962.30697,9470.077213,8458.446328,7715.952919,7183.020716,7055.751412,11540.85499,12437.99247,9806.760829,8407.66855,7629.421846,7249.966102,11265.03013,12612.19774,10081.08663,8427.007533,7492.303202,10501.95857,12523.66855,10719.27495,8870.915254,7779.747646,7276.809793,7720.770245,11742.11488,11819.62524,9199.903955,7916.201507,7171.020716,11407.37476,12076.19397,9475.003766,8107.65725,7337.851224,11171.49529,12090.41431,9713.644068,8145.913371,7321.431262,6972.235405,10435.44256,12071.73823,9721.129944,8114.740113,9865.44351,8487.582332,7944.830529,10924.1881,10528.85096,8615.966947,8160.704928,11231.01442,10222.89784,8523.728966
D3,D3_1,10262.41524,13204.11238,12136.77905,10035.1981,13109.06857,13181.3219,10265.78095,13274.6381,13564.98667,10681.99048,9446.308571,12982.1219,13011.4819,10278.72952,13126.37524,13350.47429,10327.29524,11324.68,13069.95619,12135.92762,9728.072381,12872.53333,13007.1181,10084.90857,10581.37905,12788.3981,11504.45333,9406.584762,12744.03048,12674.13905,9768.847619,12444.25905,12685.59048,9721.31619,11915.05714,12898.78667,10382.52381,12602.2019,12952.07429,10922.18857,8936.887619,12345.50476,12675.13143,9939.64,8803.432381,12140.5181,12599.09524,10273.94667,11012.9619,12420.42857,10605.72571,10208.95048,12415.97143,10853.62095,9581.449524,12230.72762,10394.57143,9062.262857,12031.44952,10826.87048
D3,D3_2,12136.77905,10035.1981,13109.06857,13181.3219,10265.78095,13274.6381,13564.98667,10681.99048,9446.308571,12982.1219,13011.4819,10278.72952,13126.37524,13350.47429,10327.29524,11324.68,13069.95619,12135.92762,9728.072381,12872.53333,13007.1181,10084.90857,10581.37905,12788.3981,11504.45333,9406.584762,12744.03048,12674.13905,9768.847619,12444.25905,12685.59048,9721.31619,11915.05714,12898.78667,10382.52381,12602.2019,12952.07429,10922.18857,8936.887619,12345.50476,12675.13143,9939.64,8803.432381,12140.5181,12599.09524,10273.94667,11012.9619,12420.42857,10605.72571,10208.95048,12415.97143,10853.62095,9581.449524,12230.72762,10394.57143,9062.262857,12031.44952,10826.87048,10655.9257,11462.19195
D3,D3_3,13109.06857,13181.3219,10265.78095,13274.6381,13564.98667,10681.99048,9446.308571,12982.1219,13011.4819,10278.72952,13126.37524,13350.47429,10327.29524,11324.68,13069.95619,12135.92762,9728.072381,12872.53333,13007.1181,10084.90857,10581.37905,12788.3981,11504.45333,9406.584762,12744.03048,12674.13905,9768.847619,12444.25905,12685.59048,9721.31619,11915.05714,12898.78667,10382.52381,12602.2019,12952.07429,10922.18857,8936.887619,12345.50476,12675.13143,9939.64,8803.432381,12140.5181,12599.09524,10273.94667,11012.9619,12420.42857,10605.72571,10208.95048,12415.97143,10853.62095,9581.449524,12230.72762,10394.57143,9062.262857,12031.44952,10826.87048,10655.9257,11462.19195,11826.98607,10649.73684
D3,D3_4,10265.78095,13274.6381,13564.98667,10681.99048,9446.308571,12982.1219,13011.4819,10278.72952,13126.37524,13350.47429,10327.29524,11324.68,13069.95619,12135.92762,9728.072381,12872.53333,13007.1181,10084.90857,10581.37905,12788.3981,11504.45333,9406.584762,12744.03048,12674.13905,9768.847619,12444.25905,12685.59048,9721.31619,11915.05714,12898.78667,10382.52381,12602.2019,12952.07429,10922.18857,8936.887619,12345.50476,12675.13143,9939.64,8803.432381,12140.5181,12599.09524,10273.94667,11012.9619,12420.42857,10605.72571,10208.95048,12415.97143,10853.62095,9581.449524,12230.72762,10394.57143,9062.262857,12031.44952,10826.87048,10655.9257,11462.19195,11826.98607,10649.73684,9672.820433,8986.095975
D3,D3_5,13564.98667,10681.99048,9446.308571,12982.1219,13011.4819,10278.72952,13126.37524,13350.47429,10327.29524,11324.68,13069.95619,12135.92762,9728.072381,12872.53333,13007.1181,10084.90857,10581.37905,12788.3981,11504.45333,9406.584762,12744.03048,12674.13905,9768.847619,12444.25905,12685.59048,9721.31619,11915.05714,12898.78667,10382.52381,12602.2019,12952.07429,10922.18857,8936.887619,12345.50476,12675.13143,9939.64,8803.432381,12140.5181,12599.09524,10273.94667,11012.9619,12420.42857,10605.72571,10208.95048,12415.97143,10853.62095,9581.449524,12230.72762,10394.57143,9062.262857,12031.44952,10826.87048,10655.9257,11462.19195,11826.98607,10649.73684,9672.820433,8986.095975,8409.643963,8002.154799
E2,E2_1,7201.553961,6947.657742,7146.204803,10583.51228,11330.65664,9265.50759,7919.587359,7215.950593,6975.303892,6948.054099,8180.278774,10775.20701,10952.61386,8662.222192,7556.418162,7031.788573,6703.622136,6756.298096,9561.842948,10912.56804,9911.630969,8075.710185,7248.558101,6815.894287,6701.290643,6827.34557,10093.01739,10930.39801,8837.462324,7649.817555,6950.839912,6584.055203,6534.207287,7510.623516,10412.83218,10322.04223,8274.939553,7235.12255,6691.474745,6477.917196,6554.008832,9617.661054,10697.96715,9048.758763,7604.567209,6805.668231,6472.142423,6353.513663,6473.571626,9766.838532,10662.31576,8627.432791,7280.990339,6661.451007,6338.781673,6239.322937,6274.748275,8466.588463,10367.93679,9190.795473
E2,E2_2,7146.204803,10583.51228,11330.65664,9265.50759,7919.587359,7215.950593,6975.303892,6948.054099,8180.278774,10775.20701,10952.61386,8662.222192,7556.418162,7031.788573,6703.622136,6756.298096,9561.842948,10912.56804,9911.630969,8075.710185,7248.558101,6815.894287,6701.290643,6827.34557,10093.01739,10930.39801,8837.462324,7649.817555,6950.839912,6584.055203,6534.207287,7510.623516,10412.83218,10322.04223,8274.939553,7235.12255,6691.474745,6477.917196,6554.008832,9617.661054,10697.96715,9048.758763,7604.567209,6805.668231,6472.142423,6353.513663,6473.571626,9766.838532,10662.31576,8627.432791,7280.990339,6661.451007,6338.781673,6239.322937,6274.748275,8466.588463,10367.93679,9190.795473,10263.63024,13061.57335
E2,E2_3,11330.65664,9265.50759,7919.587359,7215.950593,6975.303892,6948.054099,8180.278774,10775.20701,10952.61386,8662.222192,7556.418162,7031.788573,6703.622136,6756.298096,9561.842948,10912.56804,9911.630969,8075.710185,7248.558101,6815.894287,6701.290643,6827.34557,10093.01739,10930.39801,8837.462324,7649.817555,6950.839912,6584.055203,6534.207287,7510.623516,10412.83218,10322.04223,8274.939553,7235.12255,6691.474745,6477.917196,6554.008832,9617.661054,10697.96715,9048.758763,7604.567209,6805.668231,6472.142423,6353.513663,6473.571626,9766.838532,10662.31576,8627.432791,7280.990339,6661.451007,6338.781673,6239.322937,6274.748275,8466.588463,10367.93679,9190.795473,10263.63024,13061.57335,10288.98204,8855.446108
E2,E2_4,7919.587359,7215.950593,6975.303892,6948.054099,8180.278774,10775.20701,10952.61386,8662.222192,7556.418162,7031.788573,6703.622136,6756.298096,9561.842948,10912.56804,9911.630969,8075.710185,7248.558101,6815.894287,6701.290643,6827.34557,10093.01739,10930.39801,8837.462324,7649.817555,6950.839912,6584.055203,6534.207287,7510.623516,10412.83218,10322.04223,8274.939553,7235.12255,6691.474745,6477.917196,6554.008832,9617.661054,10697.96715,9048.758763,7604.567209,6805.668231,6472.142423,6353.513663,6473.571626,9766.838532,10662.31576,8627.432791,7280.990339,6661.451007,6338.781673,6239.322937,6274.748275,8466.588463,10367.93679,9190.795473,10263.63024,13061.57335,10288.98204,8855.446108,8088.251497,7558.69012
E2,E2_5,6975.303892,6948.054099,8180.278774,10775.20701,10952.61386,8662.222192,7556.418162,7031.788573,6703.622136,6756.298096,9561.842948,10912.56804,9911.630969,8075.710185,7248.558101,6815.894287,6701.290643,6827.34557,10093.01739,10930.39801,8837.462324,7649.817555,6950.839912,6584.055203,6534.207287,7510.623516,10412.83218,10322.04223,8274.939553,7235.12255,6691.474745,6477.917196,6554.008832,9617.661054,10697.96715,9048.758763,7604.567209,6805.668231,6472.142423,6353.513663,6473.571626,9766.838532,10662.31576,8627.432791,7280.990339,6661.451007,6338.781673,6239.322937,6274.748275,8466.588463,10367.93679,9190.795473,10263.63024,13061.57335,10288.98204,8855.446108,8088.251497,7558.69012,7269.004491,8382.923653
E3,E3_1,6632.752434,6656.262865,6685.495132,6586.954103,6484.354659,6396.732962,6421.634214,6577.011127,9820.477051,11996.74131,12554.88873,10525.64534,9248.411683,8282.13491,7590.433936,7102.735744,6761.456189,6523.720445,6356.197497,6296.008345,6319.599444,6438.363004,9361.550765,11649.92768,11970.80389,10095.12935,8803.104312,7953.823366,7324.827538,6921.578581,6642.564673,6427.727399,6320.279555,6298.154381,6303.257302,6368.350487,6358.269819,6299.968011,6232.692629,6200.990264,6344.524339,6306.276773,6224.400556,6120.350487,6052.564673,6007.94993,5998.151599,6202.748261,9120.922114,11461.76495,11978.72045,10120.86787,8803.937413,7838.385257,7142.656467,6683.632823,6364.49096,6175.10153,6101.465925,6028.030598
E3,E3_2,6685.495132,6586.954103,6484.354659,6396.732962,6421.634214,6577.011127,9820.477051,11996.74131,12554.88873,10525.64534,9248.411683,8282.13491,7590.433936,7102.735744,6761.456189,6523.720445,6356.197497,6296.008345,6319.599444,6438.363004,9361.550765,11649.92768,11970.80389,10095.12935,8803.104312,7953.823366,7324.827538,6921.578581,6642.564673,6427.727399,6320.279555,6298.154381,6303.257302,6368.350487,6358.269819,6299.968011,6232.692629,6200.990264,6344.524339,6306.276773,6224.400556,6120.350487,6052.564673,6007.94993,5998.151599,6202.748261,9120.922114,11461.76495,11978.72045,10120.86787,8803.937413,7838.385257,7142.656467,6683.632823,6364.49096,6175.10153,6101.465925,6028.030598,7705.615023,14454.63568
E3,E3_3,6484.354659,6396.732962,6421.634214,6577.011127,9820.477051,11996.74131,12554.88873,10525.64534,9248.411683,8282.13491,7590.433936,7102.735744,6761.456189,6523.720445,6356.197497,6296.008345,6319.599444,6438.363004,9361.550765,11649.92768,11970.80389,10095.12935,8803.104312,7953.823366,7324.827538,6921.578581,6642.564673,6427.727399,6320.279555,6298.154381,6303.257302,6368.350487,6358.269819,6299.968011,6232.692629,6200.990264,6344.524339,6306.276773,6224.400556,6120.350487,6052.564673,6007.94993,5998.151599,6202.748261,9120.922114,11461.76495,11978.72045,10120.86787,8803.937413,7838.385257,7142.656467,6683.632823,6364.49096,6175.10153,6101.465925,6028.030598,7705.615023,14454.63568,17454.64507,14742.37371
E3,E3_4,6421.634214,6577.011127,9820.477051,11996.74131,12554.88873,10525.64534,9248.411683,8282.13491,7590.433936,7102.735744,6761.456189,6523.720445,6356.197497,6296.008345,6319.599444,6438.363004,9361.550765,11649.92768,11970.80389,10095.12935,8803.104312,7953.823366,7324.827538,6921.578581,6642.564673,6427.727399,6320.279555,6298.154381,6303.257302,6368.350487,6358.269819,6299.968011,6232.692629,6200.990264,6344.524339,6306.276773,6224.400556,6120.350487,6052.564673,6007.94993,5998.151599,6202.748261,9120.922114,11461.76495,11978.72045,10120.86787,8803.937413,7838.385257,7142.656467,6683.632823,6364.49096,6175.10153,6101.465925,6028.030598,7705.615023,14454.63568,17454.64507,14742.37371,16925.79531,18136.13521
E3,E3_5,9820.477051,11996.74131,12554.88873,10525.64534,9248.411683,8282.13491,7590.433936,7102.735744,6761.456189,6523.720445,6356.197497,6296.008345,6319.599444,6438.363004,9361.550765,11649.92768,11970.80389,10095.12935,8803.104312,7953.823366,7324.827538,6921.578581,6642.564673,6427.727399,6320.279555,6298.154381,6303.257302,6368.350487,6358.269819,6299.968011,6232.692629,6200.990264,6344.524339,6306.276773,6224.400556,6120.350487,6052.564673,6007.94993,5998.151599,6202.748261,9120.922114,11461.76495,11978.72045,10120.86787,8803.937413,7838.385257,7142.656467,6683.632823,6364.49096,6175.10153,6101.465925,6028.030598,7705.615023,14454.63568,17454.64507,14742.37371,16925.79531,18136.13521,14009.53803,11452.1831
F2,F2_1,11649.24017,9079.071201,7556.317747,6637.162593,6054.388948,5829.475027,5719.715197,5660.698193,5718.357067,8919.834219,11245.47396,11444.03719,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457
F2,F2_2,7556.317747,6637.162593,6054.388948,5829.475027,5719.715197,5660.698193,5718.357067,8919.834219,11245.47396,11444.03719,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955
F2,F2_3,6054.388948,5829.475027,5719.715197,5660.698193,5718.357067,8919.834219,11245.47396,11444.03719,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922
F2,F2_4,5719.715197,5660.698193,5718.357067,8919.834219,11245.47396,11444.03719,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622
F2,F2_5,5718.357067,8919.834219,11245.47396,11444.03719,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639
F2,F2_6,11245.47396,11444.03719,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639,5494.364519,5619.721094
F2,F2_7,9020.366631,7446.256111,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639,5494.364519,5619.721094,5549.80053,5551.39541
F2,F2_8,6511.78746,5949.722635,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639,5494.364519,5619.721094,5549.80053,5551.39541,5514.944395,5428.751103
F2,F2_9,5628.666312,5455.5983,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639,5494.364519,5619.721094,5549.80053,5551.39541,5514.944395,5428.751103,5459.265666,5559.744925
F2,F2_10,5511.064825,5730.962806,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639,5494.364519,5619.721094,5549.80053,5551.39541,5514.944395,5428.751103,5459.265666,5559.744925,5482.207414,5382.541041
F2,F2_11,9610.911796,11277.17428,10944.59405,8520.94899,7145.188098,6368.956429,5919.499469,5569.336876,5400.871413,5685.25186,5746.945802,5785.942614,5844.875664,9766.402763,11396.19766,9568.722635,7658.845909,6572.560043,5907.985122,5611.934113,5439.22423,5341.532412,5378.528162,5538.341126,5547.111583,5504.179596,5510.107333,5523.073326,7564.580234,10708.34857,11229.56217,8846.210414,7184.002125,6319.77152,5796.433581,5413.656748,5190.917109,5116.846971,5084.057386,5116.770457,7250.736099,6738.646955,6381.615181,6076.135922,5837.695499,5753.115622,5613.601059,5500.72639,5494.364519,5619.721094,5549.80053,5551.39541,5514.944395,5428.751103,5459.265666,5559.744925,5482.207414,5382.541041,5330.603707,5348.955869
F3,F3_1,5568.046632,6957.046632,7756.748705,8151.07772,7664.360104,7096.554404,6668.309585,6275.085492,5963.515544,5650.910622,5448.193005,5317.755181,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658
F3,F3_2,7756.748705,8151.07772,7664.360104,7096.554404,6668.309585,6275.085492,5963.515544,5650.910622,5448.193005,5317.755181,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297
F3,F3_3,7664.360104,7096.554404,6668.309585,6275.085492,5963.515544,5650.910622,5448.193005,5317.755181,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241
F3,F3_4,6668.309585,6275.085492,5963.515544,5650.910622,5448.193005,5317.755181,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782
F3,F3_5,5963.515544,5650.910622,5448.193005,5317.755181,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782,5038.294312,5109.626546
F3,F3_6,5448.193005,5317.755181,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782,5038.294312,5109.626546,6371.232481,7088.522671
F3,F3_7,5687.92487,6776.13342,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782,5038.294312,5109.626546,6371.232481,7088.522671,7428.148392,6920.91014
F3,F3_8,7621.779793,8077.817358,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782,5038.294312,5109.626546,6371.232481,7088.522671,7428.148392,6920.91014,6316.10305,5856.87634
F3,F3_9,7500.753886,6939.834197,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782,5038.294312,5109.626546,6371.232481,7088.522671,7428.148392,6920.91014,6316.10305,5856.87634,5518.658697,5340.141797
F3,F3_10,6762.920984,7661.661917,8041.400259,7562.283679,6990.73057,7784.204663,8092.462435,7664.707254,7008.983161,6533.024611,6066.927461,5723.28886,5554.737047,5448.923575,5328.463731,5231.955959,5245.384715,6589.779793,7529.060881,7023.312176,6650.735751,6228.404145,5818.604922,5488.705959,5235.621762,5120.046632,5015.875648,4966.979275,5068.566062,5075.676166,6101.784974,7521.016839,7289.426166,6751.260363,6318.831606,5944.082902,5623.098446,5354.080311,5158.42228,5006.391192,4876.753886,4801.011658,5153.444353,5112.280297,5081.732894,5079.116241,5104.485573,5056.127782,5038.294312,5109.626546,6371.232481,7088.522671,7428.148392,6920.91014,6316.10305,5856.87634,5518.658697,5340.141797,5164.732894,5009.862325
