Well,Cell_ID,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15,Frame16,Frame17,Frame18,Frame19,Frame20,Frame21,Frame22,Frame23,Frame24,Frame25,Frame26,Frame27,Frame28,Frame29,Frame30,Frame31,Frame32,Frame33,Frame34,Frame35,Frame36,Frame37,Frame38,Frame39,Frame40,Frame41,Frame42,Frame43,Frame44,Frame45,Frame46,Frame47,Frame48,Frame49,Frame50,Frame51,Frame52,Frame53,Frame54,Frame55,Frame56,Frame57,Frame58,Frame59,Frame60
C3,C3_2,13380.1832,11112.88798,9512.261377,9018.45741,8191.331389,8305.879813,8529.350058,14581.7923,15590.52159,12934.69428,10664.35356,9308.4014,8466.737456,8299.655776,8717.567095,14680.07118,15325.73396,12301.88215,10388.36756,9244.687281,8423.833139,8005.396733,8145.043174,13892.01517,14891.53092,13410.86464,10888.37806,9299.465578,8389.359393,8540.369895,8337.487748,12518.3874,14797.07001,13886.94166,11118.01517,9319.950992,8887.920653,8198.019837,8043.588098,8113.42007,13552.26138,14760.6231,12626.95799,10159.66161,8913.165694,8219.568261,7992.949825,7907.140023,7862.8028,13171.85181,14387.0105,13260.88565,10527.75379,9159.876313,8386.080513,7734.710618,7612.217036,7767.061844,6953.552658,6450.361963
C3,C3_3,9512.261377,9018.45741,8191.331389,8305.879813,8529.350058,14581.7923,15590.52159,12934.69428,10664.35356,9308.4014,8466.737456,8299.655776,8717.567095,14680.07118,15325.73396,12301.88215,10388.36756,9244.687281,8423.833139,8005.396733,8145.043174,13892.01517,14891.53092,13410.86464,10888.37806,9299.465578,8389.359393,8540.369895,8337.487748,12518.3874,14797.07001,13886.94166,11118.01517,9319.950992,8887.920653,8198.019837,8043.588098,8113.42007,13552.26138,14760.6231,12626.95799,10159.66161,8913.165694,8219.568261,7992.949825,7907.140023,7862.8028,13171.85181,14387.0105,13260.88565,10527.75379,9159.876313,8386.080513,7734.710618,7612.217036,7767.061844,6953.552658,6450.361963,8427.860429,7520.593558
C3,C3_4,8191.331389,8305.879813,8529.350058,14581.7923,15590.52159,12934.69428,10664.35356,9308.4014,8466.737456,8299.655776,8717.567095,14680.07118,15325.73396,12301.88215,10388.36756,9244.687281,8423.833139,8005.396733,8145.043174,13892.01517,14891.53092,13410.86464,10888.37806,9299.465578,8389.359393,8540.369895,8337.487748,12518.3874,14797.07001,13886.94166,11118.01517,9319.950992,8887.920653,8198.019837,8043.588098,8113.42007,13552.26138,14760.6231,12626.95799,10159.66161,8913.165694,8219.568261,7992.949825,7907.140023,7862.8028,13171.85181,14387.0105,13260.88565,10527.75379,9159.876313,8386.080513,7734.710618,7612.217036,7767.061844,6953.552658,6450.361963,8427.860429,7520.593558,6595.646217,6800.826687
C3,C3_5,8529.350058,14581.7923,15590.52159,12934.69428,10664.35356,9308.4014,8466.737456,8299.655776,8717.567095,14680.07118,15325.73396,12301.88215,10388.36756,9244.687281,8423.833139,8005.396733,8145.043174,13892.01517,14891.53092,13410.86464,10888.37806,9299.465578,8389.359393,8540.369895,8337.487748,12518.3874,14797.07001,13886.94166,11118.01517,9319.950992,8887.920653,8198.019837,8043.588098,8113.42007,13552.26138,14760.6231,12626.95799,10159.66161,8913.165694,8219.568261,7992.949825,7907.140023,7862.8028,13171.85181,14387.0105,13260.88565,10527.75379,9159.876313,8386.080513,7734.710618,7612.217036,7767.061844,6953.552658,6450.361963,8427.860429,7520.593558,6595.646217,6800.826687,7807.863497,6542.421779
C3,C3_6,15590.52159,12934.69428,10664.35356,9308.4014,8466.737456,8299.655776,8717.567095,14680.07118,15325.73396,12301.88215,10388.36756,9244.687281,8423.833139,8005.396733,8145.043174,13892.01517,14891.53092,13410.86464,10888.37806,9299.465578,8389.359393,8540.369895,8337.487748,12518.3874,14797.07001,13886.94166,11118.01517,9319.950992,8887.920653,8198.019837,8043.588098,8113.42007,13552.26138,14760.6231,12626.95799,10159.66161,8913.165694,8219.568261,7992.949825,7907.140023,7862.8028,13171.85181,14387.0105,13260.88565,10527.75379,9159.876313,8386.080513,7734.710618,7612.217036,7767.061844,6953.552658,6450.361963,8427.860429,7520.593558,6595.646217,6800.826687,7807.863497,6542.421779,6349.93865,8333.456033
D2,D2_1,7459.13936,9768.792844,12503.82109,12163.02825,9769.984934,8646.659134,7892.960452,9135.387947,12548.82486,12589.49906,9982.088512,8621.096045,7724.478343,7208.819209,9938.00565,12363.9209,11962.30697,9470.077213,8458.446328,7715.952919,7183.020716,7055.751412,11540.85499,12437.99247,9806.760829,8407.66855,7629.421846,7249.966102,11265.03013,12612.19774,10081.08663,8427.007533,7492.303202,10501.95857,12523.66855,10719.27495,8870.915254,7779.747646,7276.809793,7720.770245,11742.11488,11819.62524,9199.903955,7916.201507,7171.020716,11407.37476,12076.19397,9475.003766,8107.65725,7337.851224,11171.49529,12090.41431,9713.644068,8145.913371,7321.431262,6972.235405,10435.44256,12071.73823,9721.129944,8114.740113
D2,D2_2,12503.82109,12163.02825,9769.984934,8646.659134,7892.960452,9135.387947,12548.82486,12589.49906,9982.088512,8621.096045,7724.478343,7208.819209,9938.00565,12363.9209,11962.30697,9470.077213,8458.446328,7715.952919,7183.020716,7055.751412,11540.85499,12437.99247,9806.760829,8407.66855,7629.421846,7249.966102,11265.03013,12612.19774,10081.08663,8427.007533,7492.303202,10501.95857,12523.66855,10719.27495,8870.915254,7779.747646,7276.809793,7720.770245,11742.11488,11819.62524,9199.903955,7916.201507,7171.020716,11407.37476,12076.19397,9475.003766,8107.65725,7337.851224,11171.49529,12090.41431,9713.644068,8145.913371,7321.431262,6972.235405,10435.44256,12071.73823,9721.129944,8114.740113,9865.44351,8487.582332
D2,D2_3,9769.984934,8646.659134,7892.960452,9135.387947,12548.82486,12589.49906,9982.088512,8621.096045,7724.478343,7208.819209,9938.00565,12363.9209,11962.30697,9470.077213,8458.446328,7715.952919,7183.020716,7055.751412,11540.85499,12437.99247,9806.760829,8407.66855,7629.421846,7249.966102,11265.03013,12612.19774,10081.08663,8427.007533,7492.303202,10501.95857,12523.66855,10719.27495,8870.915254,7779.747646,7276.809793,7720.770245,11742.11488,11819.62524,9199.903955,7916.201507,7171.020716,11407.37476,12076.19397,9475.003766,8107.65725,7337.851224,11171.49529,12090.41431,9713.644068,8145.913371,7321.431262,6972.235405,10435.44256,12071.73823,9721.129944,8114.740113,9865.44351,8487.582332,7944.830529,10924.1881
D2,D2_4,7892.960452,9135.387947,12548.82486,12589.49906,9982.088512,8621.096045,7724.478343,7208.819209,9938.00565,12363.9209,11962.30697,9470.077213,8458.446328,7715.952919,7183.020716,7055.751412,11540.85499,12437.99247,9806.760829,8407.66855,7629.421846,7249.966102,11265.03013,12612.19774,10081.08663,8427.007533,7492.303202,10501.95857,12523.66855,10719.27495,8870.915254,7779.747646,7276.809793,7720.770245,11742.11488,11819.62524,9199.903955,7916.201507,7171.020716,11407.37476,12076.19397,9475.003766,8107.65725,7337.851224,11171.49529,12090.41431,9713.644068,8145.913371,7321.431262,6972.235405,10435.44256,12071.73823,9721.129944,8114.740113,9865.44351,8487.582332,7944.830529,10924.1881,10528.85096,8615.966947
D2,D2_5,12548.82486,12589.49906,9982.088512,8621.096045,7724.478343,7208.819209,9938.00565,12363.9209,11962.30697,9470.077213,8458.446328,7715.952919,7183.020716,7055.751412,11540.85499,12437.99247,9806.760829,8407.66855,7629.421846,7249.966102,11265.03013,12612.19774,10081.08663,8427.007533,7492.303202,10501.95857,12523.66855,10719.27495,8870.915254,7779.747646,7276.809793,7720.770245,11742.11488,11819.62524,9199.903955,7916.201507,7171.020716,11407.37476,12076.19397,9475.003766,8107.65725,7337.851224,11171.49529,12090.41431,9713.644068,8145.913371,7321.431262,6972.235405,10435.44256,12071.73823,9721.129944,8114.740113,9865.44351,8487.582332,7944.830529,10924.1881,10528.85096,8615.966947,8160.704928,11231.01442
